id,sentiment,text,created_at,coordinates,source,followers
,,"RT @NFL: .@M_Ryan02 + Tom Brady: Top 2 QBs in Passer Rating this season. #NextGenStats

(by @SIMPLEMobile) https://t.co/BnWgaHsJJy",2017-02-05T21:44:14.000Z,,Twitter for iPhone,3378
,,Pinkies up for Brady https://t.co/0r5vZ0mcs5,2017-02-05T21:44:14.000Z,,Twitter for iPhone,12537
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:15.000Z,,Twitter for iPhone,226
,,RT @josephperson: Wrote this a couple days ago about the former NC State star's place in the Patriots' QB pecking order.… ,2017-02-05T21:44:15.000Z,,Twitter for iPhone,233
,,Tom Brady barely in his prime,2017-02-05T21:44:15.000Z,,Twitter for iPhone,295
,,Cool montage from Zac Brown Band during a song about dads...featuring pics of Brady &amp; his dad along with Matt Ryan &amp; his.,2017-02-05T21:44:15.000Z,,Twitter for Android,1777
,,I used to have a huge crush on Tom Brady. I am a bad football gay and a terrible human. #ThirstBase,2017-02-05T21:44:15.000Z,,Twitter for iPhone,2176
,,@adevaldes Es ya Brady el mejor de todos los tiempos?,2017-02-05T21:44:15.000Z,,Twitter for Android,31
,,@Jaynastyy10 This Atlanta D is nowhere near Seattles was in 15'. It's too hard to go against Brady in the postseason man,2017-02-05T21:44:16.000Z,,Twitter for iPhone,159
,,"RT @bakedalaska: Patriots will win the Super Bowl because Tom Brady supports Trump and God is on our side!! 

God bless America!! 🇺🇸… ",2017-02-05T21:44:16.000Z,,Twitter Web Client,126
,,RT @TheFBLifee: A 7-year-old asked Tom Brady who his hero was 💯😥 https://t.co/OgNvv8jtSr,2017-02-05T21:44:16.000Z,,Twitter for iPhone,1291
,,"RT @espn: Tom Brady's mom has been battling illness. His dad has only been to one game this year.

They will both be at… ",2017-02-05T21:44:16.000Z,,Twitter for iPhone,155
,,RT @sjaeint: lmao brady was friends with trump before politics was ever involved. he said himself he doesn't support him politic… ,2017-02-05T21:44:17.000Z,,Twitter for Android,596
,,RT @NFL: The Many Faces of Bill Belichick. #SB51 #Patriots https://t.co/tjdKQ1Ousj,2017-02-05T21:44:17.000Z,,Twitter for iPhone,582
,,RT @_TaBoris: What time the Eagles play? https://t.co/ORtIggwwKJ,2017-02-05T21:44:17.000Z,,Twitter for iPhone,335
,,"RT @espn: Tom Brady's mom has been battling illness. His dad has only been to one game this year.

They will both be at… ",2017-02-05T21:44:17.000Z,,Twitter for iPhone,272
,,"RT @J_Ziela: #Superbowl #SB51 
La mejor dupla Coach/QB de la historia.
#TomBrady y #belichick 
@Patriots #Patriots https://t.co/mipiNe9pzw",2017-02-05T21:44:17.000Z,,Twitter for iPhone,268
,,The only person I need in my life is tom brady,2017-02-05T21:44:17.000Z,,Twitter for iPhone,204
,,@matttttwright come on you know you want to see the stupid look on Goodell's face when he hands the sbmvp trophy to #THEGOAT,2017-02-05T21:44:17.000Z,,Twitter for Android,667
,,"@620wdae  ""Thank God for Brady"" by Uncle Diesel - https://t.co/bAPOHstYyS",2017-02-05T21:44:17.000Z,,Twitter Web Client,1654
,,"Trump calls Tom Brady his friend and a ‘winner,’ predicts Patriots will win Super Bowl LI https://t.co/ebJJsLsJIU",2017-02-05T21:44:18.000Z,,IFTTT,9505
,,"RT @bycycle: Tom Brady's already a legend.
Five rings will make him the undisputed GOAT. #SuperBowl https://t.co/IbyEq9uKbE",2017-02-05T21:44:18.000Z,,Twitter for iPhone,462
,,RT @BleacherReport: Tom Brady’s in the house! #SB51 https://t.co/IfLbi6QDEh,2017-02-05T21:44:18.000Z,,Twitter for iPhone,227
,,"RT @NFL_AS: Gisele Bundchen, fan número uno de los Patriots de Tom Brady #SB51 #SuperBowl 
https://t.co/n19hbdUZUF https://t.co/3kJ9uOj41T",2017-02-05T21:44:19.000Z,,Twitter for Android,352
,,RT @Pablo3OO__: #FinsUp🐬 fuck Brady so it's #RiseUp today,2017-02-05T21:44:19.000Z,,Twitter for Android,523
,,"Quien ganará hoy?
Tom Brady
Y quien se lleva el MVP?
Tom Brady... 

😂😂😂",2017-02-05T21:44:19.000Z,,Twitter for Android,280
,,would love to see Roger Goodell hand Brady his fifth Lombardi tonight... 😏 #SB51,2017-02-05T21:44:19.000Z,,Twitter for iPhone,249
,,goodell voted for hilary,2017-02-05T21:44:19.000Z,,Twitter for iPhone,326
,,"If he does an it turns out that Bill Belichick contacted him and set it up, me and the big G are gonna have a probl… https://t.co/N8cWtcZlna",2017-02-05T21:44:19.000Z,,Twitter Web Client,4088
,,RT @EG_DDubb: Rt it you hope Brady breaks his ankle on the opening drive,2017-02-05T21:44:19.000Z,,Twitter for iPhone,599
,,"#SuperBowl no soy fan de ninguno de los dos, pero ya Brady tiene 4 anillos, espero que gane Matt Ryan y los Falcons",2017-02-05T21:44:20.000Z,,UberSocial for Android,135
,,"""You wanna know which ring's my favorite? The next one."" - Tom Brady",2017-02-05T21:44:20.000Z,,Twitter for iPhone,319
,,#SuperBowlnaESPN Acho que Tim Brady ganhará. Porém estou torcendo para  Falcons!!!,2017-02-05T21:44:20.000Z,,Twitter for Android,6
,,😉 https://t.co/z7V1T6E2yV,2017-02-05T21:44:20.000Z,,Twitter for iPhone,55
,,"RT @EdgeofSports: Again: the question is not what Tom Brady thinks of Trump. It's the way Trump constantly uses Brady as a prop, followed b…",2017-02-05T21:44:20.000Z,,Twitter for Android,111
,,"RT @NFLonFOX: Dear Tom, 

@ConanOBrien, @danawhite, @DonnieWahlberg &amp; more fans confess their love for Tom Brady. #SB51 https://t.co/Xn7ESg…",2017-02-05T21:44:21.000Z,,Twitter for iPhone,444
,,"RT @mikebarnicle: Roger Goodell just announced that due to a request from Donald Trump, Frederick Douglass will preside over the coin toss…",2017-02-05T21:44:21.000Z,,Twitter for iPad,181
,,"@An__DreS__ meraaa papa, Brady hoy pasa a ser el mejor quarterback de la historia, ahhhh y el jordan del football bai",2017-02-05T21:44:21.000Z,,Twitter for iPhone,298
,,Pats -3. Let's go Pats!!! I hope Brady shoves it in Goodell's face.,2017-02-05T21:44:21.000Z,,Twitter for iPhone,264
,,We're torn...This virtual reality startup is training NFL quarterbacks to be the next Tom Brady #VR #GoPats https://t.co/WOUrfOl1C4,2017-02-05T21:44:21.000Z,,Buffer,7812
,,Found out that Dan Quinn graduated from Morristown HS the day before the Super Bowl. Go colonials!! Crush Brady and the sleeveless one!!!,2017-02-05T21:44:21.000Z,,Twitter for iPhone,77
,,"RT @NFL: Tom Brady's #SoundFX from the @Patriots #SB49 win!

""Malcolm [Butler]! Are you kidding me?!"" https://t.co/3So6hFBe1j",2017-02-05T21:44:21.000Z,,Twitter for iPhone,1093
,,RT @MotiveAthletes: Someone made a Tom Brady Closer remix 😂 https://t.co/k9lVQ4o3tL,2017-02-05T21:44:22.000Z,,Twitter for iPhone,163
,,RT @NFL: The Many Faces of Bill Belichick. #SB51 #Patriots https://t.co/tjdKQ1Ousj,2017-02-05T21:44:22.000Z,,Twitter for Android,145
,,Pulling for Brady &amp; Pats but gotta love Matty Ice,2017-02-05T21:44:22.000Z,,Twitter for iPhone,311
,,When you can't decide which you want more... Brady losing the Super Bowl or Goodell handing him the trophy. https://t.co/jGrxFrq94J,2017-02-05T21:44:22.000Z,,Twitter for iPhone,15099
,,"RT @Spark_Sports_: For the first time all season, both Tom Brady's mom and dad will attend one of his games. Goosebumps. https://t.co/w9zUe…",2017-02-05T21:44:22.000Z,,Twitter for iPhone,178
,,@jbrooks_100 look who we're playing against every year lol no hope unless Brady's hurt,2017-02-05T21:44:22.000Z,,Twitter for iPhone,292
,,I want Atlanta to win but you can never go against Brady...,2017-02-05T21:44:22.000Z,,Twitter for Android,1770
,,"RT @NFL: Tom Brady's #SoundFX from the @Patriots #SB49 win!

""Malcolm [Butler]! Are you kidding me?!"" https://t.co/3So6hFBe1j",2017-02-05T21:44:22.000Z,,Twitter for Android,2237
,,What are you doing raving about TB's daughter right before Atlanta plays NE??? https://t.co/MzTxyuYzAE,2017-02-05T21:44:22.000Z,,Twitter for iPhone,842
,,RT @MyTPI: Congrats to TPI instructor and advisory board member Tom House of @train3DQB. Brady v Ryan = House v House: https://t.co/lhMMQpF…,2017-02-05T21:44:23.000Z,,Twitter for iPad,327
,,RT @Anthglony: Tom Brady looks like he would be more comfortable standing next to two venomous snakes https://t.co/FNSG6OV7Mw,2017-02-05T21:44:23.000Z,,Twitter for Android,1305
,,Although I've always hated the Pats I've got mad respect for Tom Brady,2017-02-05T21:44:23.000Z,,Twitter for iPhone,509
,,"RT @DemBoyz_News: Ezekiel Elliott ranked 2nd in the NFL in merchandise sales, only behind Tom Brady. #CowboysNation https://t.co/Vl6uVzkLze",2017-02-05T21:44:23.000Z,,Twitter Web Client,9
,,🤐 https://t.co/qOx3o7FDkZ,2017-02-05T21:44:24.000Z,,Twitter for Android,16424
,,RT @BDiehards: Tom Brady running out onto the field tonight like https://t.co/4KBWiP2Bvo,2017-02-05T21:44:24.000Z,,Twitter for iPhone,596
,,"@BarstoolBigCat Danny ""too woke"" strikes again... Brady's dad quote used as opener for new Zac Brown song ""My old man"". On fox right now",2017-02-05T21:44:24.000Z,,Twitter for iPhone,167
,,RT @BobbyBigWheel: When they're asking Mark Wahlberg about his personal relationship with Tom Brady and Bill Belichick https://t.co/RCYqVnz…,2017-02-05T21:44:24.000Z,,Twitter Web Client,94
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:24.000Z,,Twitter for Android,86
,,Lets just be clear the only reason I'm watching the superbowl is the half-time show n Tom Brady's ass,2017-02-05T21:44:25.000Z,,Twitter for Android,393
,,"RT @espn: Tom Brady's mom has been battling illness. His dad has only been to one game this year.

They will both be at… ",2017-02-05T21:44:25.000Z,,Twitter for iPhone,271
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:25.000Z,,Twitter for Android,212
,,@ShadowTodd The only reason why I would want see New England win is to see someone shove Goodell off the podium.,2017-02-05T21:44:25.000Z,,Mobile Web (M5),210
,,"RT @wordsmithdave: Mike Ditka: Journalists Trying to Get Tom Brady to Denounce Trump Are 'A--holes!"" Yep. #SuperBowl #TomBrady https://t.co…",2017-02-05T21:44:25.000Z,,Twitter Web Client,5
,,RT @realDonaldTrump: Tom Brady would have won if he was throwing a soccer ball. He is my friend and a total winner! @Patriots,2017-02-05T21:44:25.000Z,,Twitter for iPad,588
,,"RT @nytimes: Tom Brady is friends with President Trump. So are the Patriots’ owner, Robert Kraft, and Coach Bill Belichick.… ",2017-02-05T21:44:25.000Z,,Twitter for iPhone,19
,,"Tom Brady*
Pelé*
Giba* https://t.co/iY2ZTa8AoE",2017-02-05T21:44:25.000Z,,Twitter for iPhone,315
,,Jacoby Brissett wore a shirt with himself and Tom Brady on it to the Super Bowl -  https://t.co/xqQRn0ReFm B... https://t.co/mdT5ob2TG1,2017-02-05T21:44:25.000Z,,SoCalsportsNet to Twitter,35
,,RT @NFL: The Many Faces of Bill Belichick. #SB51 #Patriots https://t.co/tjdKQ1Ousj,2017-02-05T21:44:26.000Z,,Twitter for iPhone,107
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:26.000Z,,Twitter for iPhone,202
,,RT @MarkDanielsPJ: Here's your future Tom Brady backup https://t.co/KNBRYL4Jgj,2017-02-05T21:44:27.000Z,,Twitter for iPhone,353
,,After winning... Tom brady will retire after this game.,2017-02-05T21:44:27.000Z,,Twitter Web Client,1807
,,"Sure Tom Brady's dad might be been his hero, but that doesn't mean I don't wish every day that hero dad abandoned Tom at birth instead.",2017-02-05T21:44:27.000Z,,Twitter for iPhone,315
,,RT @businessinsider: This is how @NFL star Tom Brady makes and spends his money #SB51 https://t.co/oD5UXIFdcG,2017-02-05T21:44:27.000Z,,Running With Devil,1722
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:27.000Z,,Twitter for Android,402
,,I hope that the @Patriots win. Because I want to see @nflcommish give @SuperBowl trophy to Tom Brady &amp;@Patriots ! @FalconsDQ @AtlantaFalcons,2017-02-05T21:44:27.000Z,,Twitter for iPhone,333
,,"RT @BradfatherSpeak: no disrespect to anyone but if you're wearing a ""Free Brady"" shirt today, you're not smart.",2017-02-05T21:44:27.000Z,,Twitter for iPad,3584
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:27.000Z,,Twitter for iPhone,701
,,Almost time for Brady Bowl LI 👌🏽 #SuperBowl,2017-02-05T21:44:28.000Z,,Twitter for iPhone,907
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:27.000Z,,Twitter for iPhone,428
,,RT @GeauxTigers: #NFLSU https://t.co/3mINW1KWYX,2017-02-05T21:44:27.000Z,,Twitter for iPhone,831
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:28.000Z,,Twitter for Android,2325
,,RT @hoenestmoney: Tom Brady supports Trump? shit ima bird now hawk hawk bitch,2017-02-05T21:44:28.000Z,,Twitter for iPhone,2279
,,Rooting for the Michigan man today! #GoBlue #Brady #Patriots〽️,2017-02-05T21:44:28.000Z,,Twitter for iPhone,639
,,"You could say we have two GOATs in the house this evening: Mr. Tom Brady, and Lawson's Sip… https://t.co/tTNUFk74dp https://t.co/w59bEZy1VZ",2017-02-05T21:44:28.000Z,,IFTTT,1381
,,"RT @ninjapolitician: Pulling for the Falcons tonight. Also, totally unrelated, I hate Tom Brady. #SuperBowl",2017-02-05T21:44:29.000Z,,Twitter Web Client,9
,,"@SanCadilla @Chivas mi jefa esta haciendo alitas y le vale mauser el brady y su superbowl, creo le interesa chivas xq vende omnilife jajaja",2017-02-05T21:44:29.000Z,,Twitter for Android,16
,,"RT @RapSheet: #Patriots will look to extend QB Tom Brady next offseason, source says. Clear indication they believe his proclamation to pla…",2017-02-05T21:44:29.000Z,,Twitter for Android,0
,,Almost Game time let's go Tom Brady and The Patriots beat those Falcons https://t.co/eKI6OHJyDj,2017-02-05T21:44:28.000Z,,Twitter for Android,71
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:29.000Z,,Mobile Web (M2),468
,,Brady is going to have temper tantrums all night https://t.co/HvE5rN18at,2017-02-05T21:44:29.000Z,,Twitter Web Client,260
,,@HelloMonsterr19 that's what I'm saying and everyone a Brady fan lmao,2017-02-05T21:44:29.000Z,,Twitter for iPhone,421
,,RT @PHLEaglesNation: One of the best plays in recent #Eagles history! @MalcolmJenkins picks off Tom Brady and takes it back 100 yards fo… ,2017-02-05T21:44:29.000Z,,Twitter for iPhone,1062
,,"RT @NFL: Tom Brady's #SoundFX from the @Patriots #SB49 win!

""Malcolm [Butler]! Are you kidding me?!"" https://t.co/3So6hFBe1j",2017-02-05T21:44:29.000Z,,Twitter for iPhone,961
,,Bruh if this nigga Brady wins without Gronk...every qb ever ain't shit,2017-02-05T21:44:29.000Z,,Twitter for iPhone,567
,,@Esp_Interativo A estrela Brady vai brilhar mais ..!!,2017-02-05T21:44:30.000Z,,Twitter for Android,7
,,RT @ThePatriot143: NFL legend Mike Ditka Gives EPIC Response to Reporters Asking Tom Brady to Denounce Trump #SuperBowlSunday https://t.co/…,2017-02-05T21:44:30.000Z,,Twitter for iPhone,1037
,,TOM BRADY IS A DISGRACE TO THE GAME I DO NOT CARE ABOUT,2017-02-05T21:44:30.000Z,,Twitter for iPhone,213
,,SuperBowlnaESPN estou torcendo  hoje pro Patriots e Tom Brady irá fazer um excelente jogo !!!,2017-02-05T21:44:30.000Z,,Twitter for Android,267
,,RT @DreadChapo: Guess who back... back again....Brady's back....tell a friend!!! OOOOOOOOOO https://t.co/kvl6sFqjV9,2017-02-05T21:44:30.000Z,,Twitter for iPhone,725
,,@steveaustinBSR The one thing you can do against a Belichick D is throw over them. Atlanta will be tough to stop.,2017-02-05T21:44:30.000Z,,Twitter for iPhone,45
,,"Go, GO, GO Brady 
#SuperBowlNaESPN brasil",2017-02-05T21:44:31.000Z,,Twitter for Android,91
,,RT @BleacherReport: The Dynasty starts and ends with Brady and Belichick. https://t.co/FICaAnYb5T,2017-02-05T21:44:31.000Z,,Twitter for iPhone,1659
,,#SuperBowl vai pra  cima deles patriota tom Brady mito,2017-02-05T21:44:31.000Z,,Twitter for Android,19
,,"#SuperBowlnaESPN se o t. Brady for o mvp, podemos considera-lo como o melhor  qb de todos os tempo? Acima  do Montana??",2017-02-05T21:44:31.000Z,,Twitter for Android,33
,,Never liked Belichick going back to when he coached the #Browns. Never liked Brady going back to him being at UMichigan. #GoFalcons,2017-02-05T21:44:31.000Z,,Twitter for Android,1566
,,This game is all about Atlanta's defense getting to Brady. Nothing else.,2017-02-05T21:44:32.000Z,,Twitter for iPhone,295
,,RT @ThePatriot143: NFL legend Mike Ditka Gives EPIC Response to Reporters Asking Tom Brady to Denounce Trump #SuperBowlSunday https://t.co/…,2017-02-05T21:44:32.000Z,,Twitter for iPhone,606
,,"RT @nytimes: Tom Brady is friends with President Trump. So are the Patriots’ owner, Robert Kraft, and Coach Bill Belichick.… ",2017-02-05T21:44:32.000Z,,Twitter for iPhone,121
,,"RT @not_romo: Lots of people hate the Patriots, but nobody hates quality Roger Goodell trolling https://t.co/2kjbnmsvsU",2017-02-05T21:44:32.000Z,,Twitter for Android,20
,,"RT @NFLonFOX: Watch as Tom Brady gets overcome with emotion while describing his dad as his hero 😢

@BlueDiamond… ",2017-02-05T21:44:32.000Z,,Twitter for iPhone,90
,,"Our guy is reppin our ""I FEEL LIKE BRADY"" shirt! Are you? Grab yours at https://t.co/7281x7Kta0 https://t.co/AogdpD0Cgb",2017-02-05T21:44:32.000Z,,Twitter for Android,6825
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:32.000Z,,Twitter for iPhone,31
,,RT @BDiehards: Tom Brady running out onto the field tonight like https://t.co/4KBWiP2Bvo,2017-02-05T21:44:32.000Z,,Twitter for iPhone,164
,,I guess this is what happens when you coach Gronk for too long https://t.co/R97QKD8TpW,2017-02-05T21:44:32.000Z,,Twitter for iPhone,356
,,GG https://t.co/klixqMxuzl,2017-02-05T21:44:32.000Z,,Twitter for iPhone,449
,,Tom Brady probably doesn't even get nervous before the super bowl anymore,2017-02-05T21:44:33.000Z,,Twitter for iPhone,592
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:33.000Z,,Twitter for iPhone,471
,,IMPORTANT NEWS BULLETIN🚨 - Pats are Cheaters. Take out Brady. #RiseUp #SB51 https://t.co/lZKQPC39cG,2017-02-05T21:44:32.000Z,,Twitter for iPhone,2199
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:33.000Z,,Twitter for iPhone,188
,,RT @NFL_Memes: Roger Goodell right now.. https://t.co/08ePp3rZcZ,2017-02-05T21:44:33.000Z,,Twitter for iPhone,74
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:33.000Z,,Twitter for Windows,23
,,"RT @bycycle: Tom Brady's already a legend.
Five rings will make him the undisputed GOAT. #SuperBowl https://t.co/IbyEq9uKbE",2017-02-05T21:44:33.000Z,,Twitter for iPhone,333
,,"Gisele Bündchen posts picture of Tom Brady's family at #SB51, including ill mother who almost had to miss game: https://t.co/Nac045HQwI",2017-02-05T21:44:33.000Z,,Twitter for Android,4837
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:33.000Z,,Twitter Web Client,165
,,#SuperBowlnaESPN com a galera em casa! #GoPats Tom Brady solidifica sua posição como melhor quarterback de todos os tempos hoje!,2017-02-05T21:44:33.000Z,,Twitter for iPhone,5
,,"Do you think if BFF Brady and his Patriots lose the #SuperBowl, Trump will proclaim them victors anyways? #alternativefacts",2017-02-05T21:44:34.000Z,,Twitter Web Client,661
,,"RT @weknowwhatsbest: QB Tom Brady is friends with Trump--outrageous!!

Steven Spielberg &amp; Hollywood were friends with murderous dictator Fi…",2017-02-05T21:44:34.000Z,,Twitter for Android,57
,,@BarstoolBigCat pretty sure u called this one? NFL using Brady speech about loving his dad as background to song ab… https://t.co/V1Z7hpEHRf,2017-02-05T21:44:34.000Z,,Twitter for iPhone,197
,,Suerte brady 💪,2017-02-05T21:44:34.000Z,,Twitter for Android,302
,,Gonna be a great game regardless who wins. Either Brady gets to stick it to Goodell or he passes the mantel to Ryan. #SuperBowl,2017-02-05T21:44:35.000Z,,Twitter for Android,1620
,,#superbownaespn fazer aquela torcida contra o Brady!,2017-02-05T21:44:35.000Z,,Twitter for Android,110
,,@RealAlexJones @rortybomb @infowars He meant Belichick,2017-02-05T21:44:35.000Z,,Twitter for iPhone,4
,,RT @PHLEaglesNation: One of the best plays in recent #Eagles history! @MalcolmJenkins picks off Tom Brady and takes it back 100 yards fo… ,2017-02-05T21:44:35.000Z,,Twitter for iPhone,617
,,But fr fuck Tom Brady,2017-02-05T21:44:35.000Z,,Twitter for iPhone,138
,,"RT @nytimes: Tom Brady is friends with President Trump. So are the Patriots’ owner, Robert Kraft, and Coach Bill Belichick.… ",2017-02-05T21:44:35.000Z,,Twitter for iPhone,261
,,"RT @espn: Tom Brady's mom has been battling illness. His dad has only been to one game this year.

They will both be at… ",2017-02-05T21:44:36.000Z,,Twitter for iPhone,1367
,,"RT @BenVolin: Jacoby Brissett made a shirt of a picture of he, Brady and Garoppolo from two weeks ago, via the Globe's Jim Davis https://t.…",2017-02-05T21:44:36.000Z,,Twitter for iPhone,196
,,"I can't stand Tom Brady, I will pass out if he actually gets a high five... https://t.co/eNOz08QkF6",2017-02-05T21:44:36.000Z,,Twitter for iPhone,1207
,,"Lacrosse Helps Bill Belichick, New England Patriots Super Bowl Bid https://t.co/WHvO72l4aH",2017-02-05T21:44:37.000Z,,Facebook,628
,,"RT @TWhiTe5689: No, but it can't hurt. Let's go Pats! https://t.co/x3FTVyxjLF",2017-02-05T21:44:37.000Z,,Twitter Web Client,539
,,"RT @Spark_Sports_: For the first time all season, both Tom Brady's mom and dad will attend one of his games. Goosebumps. https://t.co/w9zUe…",2017-02-05T21:44:37.000Z,,Twitter for iPhone,546
,,Watching pre show @FOXSports and Tom Brady mentioned his hero is his dad and @zacbrownband singing My Old Man bring me to tears @Patriots,2017-02-05T21:44:37.000Z,,Twitter for iPhone,1983
,,"RT @BleacherReport: Tom Brady dubbed the Patriots QBs “The Wolf Pack.""

Jacoby Brissett just took things to the next level #SB51… ",2017-02-05T21:44:37.000Z,,Twitter for iPhone,448
,,"RT @Spark_Sports_: For the first time all season, both Tom Brady's mom and dad will attend one of his games. Goosebumps. https://t.co/w9zUe…",2017-02-05T21:44:37.000Z,,Twitter for iPhone,915
,,RT @xivichenko2_0: Ojala se cumpla la prediccion de Los Simpson con la SB de Tom Brady https://t.co/4XnH9zcEKD,2017-02-05T21:44:37.000Z,,Twitter for iPhone,643
,,Go Brady !! https://t.co/Z3Glk1KVpT,2017-02-05T21:44:37.000Z,,Twitter for iPhone,9
,,RT @BDiehards: Tom Brady running out onto the field tonight like https://t.co/4KBWiP2Bvo,2017-02-05T21:44:37.000Z,,Twitter for iPhone,231
,,Super Bowl : the Field Trip https://t.co/Jmdn5Ud4tP,2017-02-05T21:44:37.000Z,,Twitter for iPhone,385
,,@MySportsUpdate where's Tom Brady?,2017-02-05T21:44:37.000Z,,Twitter for Android,327
,,#SuperBowl is the only time when gronk's are celebrated 🤙🇦🇺#mate https://t.co/uLAQ70b5NK,2017-02-05T21:44:38.000Z,,Twitter for iPhone,1758
,,RT @OnlyInBOS: Tom Brady's daughter is ready...#SuperBowl https://t.co/HfkRjA2Et5,2017-02-05T21:44:38.000Z,,Twitter for iPhone,557
,,"Not going to entertain any ""Tom-foolery"" until after the game. https://t.co/IgCmV2tY9u",2017-02-05T21:44:38.000Z,,Twitter for iPhone,676
,,RT @_TaBoris: What time the Eagles play? https://t.co/ORtIggwwKJ,2017-02-05T21:44:38.000Z,,Twitter for iPhone,1949
,,Come get it. The fifth district about to eat https://t.co/IUuQjy9ovm,2017-02-05T21:44:39.000Z,,Twitter for iPhone,235
,,I don't love either teams but I don't like Tom Brady at all so,2017-02-05T21:44:39.000Z,,Twitter for iPhone,1738
,,"RT @adiltorres_: Tom Brady's mom is battling a illness.
He will play his HEART out for her.
And he will dedicate the win tonight, to his mo…",2017-02-05T21:44:39.000Z,,Twitter for iPhone,353
,,@blckriflecoffee Not watching this year as Goodell decided to ruin it w/ politics.,2017-02-05T21:44:39.000Z,,Twitter for iPhone,141
,,@DeanOfTHP @USGA Bob Belichick,2017-02-05T21:44:39.000Z,,Twitter for iPhone,661
,,"RT @NoraPrinciotti: The three of them have a group text but - as of Thursday - it was not named ""The Wolfpack."" https://t.co/cfgYUAW836",2017-02-05T21:44:39.000Z,,Twitter Web Client,922
,,"#Patriots all MF day 💯❕

Tom Brady the GOAT 🐐",2017-02-05T21:44:39.000Z,,Twitter for Android,110
,,RT @PHLEaglesNation: One of the best plays in recent #Eagles history! @MalcolmJenkins picks off Tom Brady and takes it back 100 yards fo… ,2017-02-05T21:44:39.000Z,,Twitter for Android,1136
,,"me: ""i might watch the super bowl. tom brady is hot""
camille: ""no. bye bitch.""",2017-02-05T21:44:39.000Z,,Twitter for iPhone,426
,,"RT @NFL: One of the best Tom Brady #SoundFX moments...

""You spike it! No YOU spike it!"" 😂 https://t.co/mGqJqfml6x",2017-02-05T21:44:39.000Z,,Twitter for Android,391
,,RT @PHLEaglesNation: One of the best plays in recent #Eagles history! @MalcolmJenkins picks off Tom Brady and takes it back 100 yards fo… ,2017-02-05T21:44:40.000Z,,Twitter for iPhone,746
,,"@BarstoolBigCat do you see the ZachBrown Band singing a song about dad's with Brady's press conference ""my dad is my hero"" video.",2017-02-05T21:44:40.000Z,,Twitter for iPhone,390
,,"RT @Esp_Interativo: QUEM VAI BRILHAR NO SUPER BOWL LI? Tom Brady ou Matt Ryan? #PatriotsCampeão #FalconsCampeão

Ryan - &lt;3
Brady - RT https…",2017-02-05T21:44:40.000Z,,Twitter for iPhone,361
,,RT @LevanReid: Brady is  all business. #SB51 #WBZ https://t.co/hlYigHigWc,2017-02-05T21:44:40.000Z,,Twitter for iPhone,516
,,"Who's my hero #SuperBowl51 

Tom Brady: My Dad

Aaron Rodgers: Myself https://t.co/lemCz9yuIW",2017-02-05T21:44:40.000Z,,Twitter for iPhone,17801
,,"RT @pedrodomg: Tom Brady es un súper humano. 
Tiene 39 años, hoy juega su sétimo Super Bowl y ya planea renovar 3-5 años más con Nueva Ingl…",2017-02-05T21:44:40.000Z,,Twitter for Android,338
,,@ouzym Even with the Pats being well...you know...Patriots. - God I really just don't like Brady ergh.,2017-02-05T21:44:41.000Z,,Twitter Web Client,102
